source_id,relation_type,target_id
90,author_of,3678
90,author_of,3679
165,author_of,3679
165,author_of,3680
90,author_of,3681
10,author_of,3682
187,author_of,3682
122,author_of,3683
122,author_of,3684
138,author_of,3685
99,author_of,3686
55,author_of,3687
90,author_of,3688
126,author_of,3689
90,author_of,3690
55,author_of,3691
29,author_of,3692
86,author_of,3693
29,author_of,3693
29,author_of,3694
29,author_of,3695
29,author_of,3696
86,author_of,3697
29,author_of,3697
29,author_of,3698
29,author_of,3699
13,author_of,3700
36,author_of,3701
157,author_of,3702
115,author_of,3703
138,author_of,3704
115,author_of,3705
36,author_of,3706
138,author_of,3707
138,author_of,3708
36,author_of,3708
140,author_of,3709
138,author_of,3710
138,author_of,3711
138,author_of,3712
138,author_of,3713
138,author_of,3714
36,author_of,3715
3,author_of,3716
36,author_of,3717
138,author_of,3718
43,author_of,3719
154,author_of,3720
43,author_of,3721
28,author_of,3722
28,author_of,3723
28,author_of,3724
127,author_of,3725
127,author_of,3726
127,author_of,3727
127,author_of,3728
127,author_of,3729
72,author_of,3730
161,author_of,3731
168,author_of,3732
172,author_of,3733
196,author_of,3734
113,author_of,3735
168,author_of,3736
151,author_of,3737
22,author_of,3737
151,author_of,3738
22,author_of,3738
129,author_of,3739
169,author_of,3739
90,author_of,3739
129,author_of,3740
90,author_of,3740
129,author_of,3741
90,author_of,3741
129,author_of,3742
169,author_of,3742
90,author_of,3742
129,author_of,3743
169,author_of,3743
129,author_of,3744
169,author_of,3744
90,author_of,3744
28,author_of,3745
196,author_of,3746
36,author_of,3747
190,author_of,3748
190,author_of,3749
102,author_of,3750
161,author_of,3750
102,author_of,3751
161,author_of,3752
161,author_of,3753
106,author_of,3754
102,author_of,3754
35,author_of,3755
36,author_of,3756
138,author_of,3757
138,author_of,3758
138,author_of,3759
138,author_of,3760
161,author_of,3761
115,author_of,3762
161,author_of,3763
120,author_of,3764
102,author_of,3765
120,author_of,3766
115,author_of,3767
36,author_of,3767
138,author_of,3768
138,author_of,3769
102,author_of,3770
115,author_of,3771
122,author_of,3772
122,author_of,3773
122,author_of,3774
122,author_of,3775
122,author_of,3776
122,author_of,3777
122,author_of,3778
122,author_of,3779
122,author_of,3780
122,author_of,3781
122,author_of,3782
122,author_of,3783
122,author_of,3784
122,author_of,3785
90,author_of,3786
137,author_of,3786
34,author_of,3787
168,author_of,3787
34,author_of,3788
34,author_of,3789
122,author_of,3790
122,author_of,3791
175,author_of,3792
142,author_of,3793
142,author_of,3794
149,author_of,3795
142,author_of,3796
154,author_of,3797
154,author_of,3798
104,author_of,3799
104,author_of,3800
34,author_of,3801
55,author_of,3802
70,author_of,3803
50,author_of,3803
55,author_of,3803
55,author_of,3804
70,author_of,3805
55,author_of,3805
50,author_of,3806
50,author_of,3807
118,author_of,3808
122,author_of,3809
197,author_of,3810
197,author_of,3811
184,author_of,3812
187,author_of,3813
90,author_of,3814
90,author_of,3815
10,author_of,3816
187,author_of,3816
10,author_of,3817
187,author_of,3817
147,author_of,3818
187,author_of,3819
154,author_of,3820
7,author_of,3821
154,author_of,3822
84,author_of,3823
123,author_of,3824
182,author_of,3825
90,author_of,3826
145,author_of,3827
102,author_of,3828
161,author_of,3829
102,author_of,3830
161,author_of,3830
106,author_of,3831
161,author_of,3831
161,author_of,3832
48,author_of,3833
161,author_of,3834
102,author_of,3835
161,author_of,3835
114,author_of,3836
104,author_of,3837
171,author_of,3838
114,author_of,3839
59,author_of,3840
114,author_of,3840
186,author_of,3841
114,author_of,3841
90,author_of,3842
22,author_of,3843
22,author_of,3844
46,author_of,3845
22,author_of,3846
90,author_of,3847
32,author_of,3848
161,author_of,3849
49,author_of,3850
35,author_of,3850
161,author_of,3851
90,author_of,3852
102,author_of,3853
114,author_of,3854
169,author_of,3855
34,author_of,3855
90,author_of,3856
90,author_of,3857
169,author_of,3857
34,author_of,3858
169,author_of,3859
34,author_of,3860
34,author_of,3861
90,author_of,3862
90,author_of,3863
169,author_of,3863
90,author_of,3864
169,author_of,3864
114,author_of,3865
169,author_of,3866
168,author_of,3867
90,author_of,3867
34,author_of,3867
90,author_of,3868
78,author_of,3869
186,author_of,3870
187,author_of,3871
103,author_of,3872
103,author_of,3873
103,author_of,3874
195,author_of,3875
195,author_of,3876
23,author_of,3877
182,author_of,3878
182,author_of,3879
97,author_of,3880
129,author_of,3881
137,author_of,3882
166,author_of,3883
186,author_of,3884
186,author_of,3885
186,author_of,3886
186,author_of,3887
94,author_of,3888
186,author_of,3889
37,author_of,3890
84,author_of,3891
7,author_of,3892
195,author_of,3893
90,author_of,3894
90,author_of,3895
20,author_of,3895
103,author_of,3896
102,author_of,3897
18,author_of,3898
129,author_of,3899
74,author_of,3900
186,author_of,3901
138,author_of,3902
147,author_of,3903
161,author_of,3904
22,author_of,3905
151,author_of,3905
192,author_of,3906
138,author_of,3907
151,author_of,3908
22,author_of,3908
22,author_of,3909
31,author_of,3909
182,author_of,3910
135,author_of,3911
135,author_of,3912
95,author_of,3913
95,author_of,3914
95,author_of,3915
95,author_of,3916
95,author_of,3917
66,author_of,3918
66,author_of,3919
115,author_of,3920
102,author_of,3921
13,author_of,3922
102,author_of,3922
102,author_of,3923
36,author_of,3924
44,author_of,3925
114,author_of,3925
129,author_of,3926
169,author_of,3926
90,author_of,3926
90,author_of,3927
129,author_of,3928
169,author_of,3928
90,author_of,3928
195,author_of,3929
66,author_of,3930
129,author_of,3931
169,author_of,3931
90,author_of,3931
195,author_of,3932
90,author_of,3933
169,author_of,3933
66,author_of,3934
54,author_of,3935
138,author_of,3936
138,author_of,3937
157,author_of,3938
138,author_of,3939
36,author_of,3939
138,author_of,3940
138,author_of,3941
157,author_of,3942
157,author_of,3943
36,author_of,3944
138,author_of,3945
90,author_of,3946
31,author_of,3947
22,author_of,3947
22,author_of,3948
31,author_of,3949
151,author_of,3949
22,author_of,3949
114,author_of,3950
59,author_of,3950
57,author_of,3951
114,author_of,3951
147,author_of,3952
22,author_of,3952
171,author_of,3953
22,author_of,3954
147,author_of,3954
22,author_of,3955
31,author_of,3955
163,author_of,3956
147,author_of,3957
22,author_of,3958
147,author_of,3958
114,author_of,3959
147,author_of,3960
171,author_of,3961
147,author_of,3961
114,author_of,3962
192,author_of,3963
22,author_of,3964
147,author_of,3965
22,author_of,3966
151,author_of,3966
44,author_of,3967
114,author_of,3967
171,author_of,3968
77,author_of,3969
90,author_of,3970
195,author_of,3971
195,author_of,3972
161,author_of,3973
114,author_of,3974
65,author_of,3975
187,author_of,3976
103,author_of,3977
187,author_of,3978
103,author_of,3979
137,author_of,3980
7,author_of,3981
90,author_of,3982
137,author_of,3982
137,author_of,3983
157,author_of,3984
90,author_of,3985
47,author_of,3986
90,author_of,3987
36,author_of,3988
7,author_of,3989
27,author_of,3990
157,author_of,3991
122,author_of,3992
147,author_of,3993
7,author_of,3994
55,author_of,3995
7,author_of,3996
120,author_of,3997
138,author_of,3998
85,author_of,3999
137,author_of,4000
185,author_of,4001
7,author_of,4002
115,author_of,4003
185,author_of,4004
7,author_of,4005
90,author_of,4006
77,author_of,4007
7,author_of,4008
90,author_of,4009
7,author_of,4010
137,author_of,4011
7,author_of,4012
7,author_of,4013
90,author_of,4014
137,author_of,4014
37,author_of,4015
22,author_of,4016
13,author_of,4017
90,author_of,4017
186,author_of,4018
187,author_of,4019
42,author_of,4019
138,author_of,4020
78,author_of,4021
138,author_of,4022
115,author_of,4023
138,author_of,4024
138,author_of,4025
115,author_of,4026
138,author_of,4027
115,author_of,4028
36,author_of,4029
115,author_of,4030
138,author_of,4031
138,author_of,4032
3,author_of,4033
115,author_of,4034
140,author_of,4035
138,author_of,4036
140,author_of,4037
115,author_of,4038
138,author_of,4039
115,author_of,4040
120,author_of,4040
138,author_of,4041
36,author_of,4041
36,author_of,4042
138,author_of,4043
120,author_of,4044
115,author_of,4044
157,author_of,4045
138,author_of,4046
115,author_of,4047
7,author_of,4048
27,author_of,4048
7,author_of,4049
7,author_of,4050
7,author_of,4051
27,author_of,4051
7,author_of,4052
132,author_of,4053
195,author_of,4054
88,author_of,4055
47,author_of,4055
149,author_of,4056
88,author_of,4057
47,author_of,4057
29,author_of,4058
29,author_of,4059
94,author_of,4060
140,author_of,4061
140,author_of,4062
140,author_of,4063
197,author_of,4064
175,author_of,4065
138,author_of,4066
87,author_of,4066
138,author_of,4067
127,author_of,4068
138,author_of,4068
36,author_of,4068
125,author_of,4069
138,author_of,4069
128,author_of,4070
138,author_of,4070
125,author_of,4070
36,author_of,4071
162,author_of,4072
138,author_of,4072
36,author_of,4073
162,author_of,4074
138,author_of,4074
138,author_of,4075
36,author_of,4076
36,author_of,4077
125,author_of,4078
99,author_of,4078
36,author_of,4078
104,author_of,4079
104,author_of,4080
155,author_of,4081
195,author_of,4081
41,author_of,4082
115,author_of,4083
90,author_of,4084
26,author_of,4084
92,author_of,4085
138,author_of,4085
92,author_of,4086
138,author_of,4086
92,author_of,4087
138,author_of,4087
92,author_of,4088
97,author_of,4089
169,author_of,4090
88,author_of,4091
88,author_of,4092
113,author_of,4093
46,author_of,4094
68,author_of,4095
154,author_of,4096
138,author_of,4097
157,author_of,4098
72,author_of,4099
72,author_of,4100
155,author_of,4101
157,author_of,4102
10,author_of,4103
9,author_of,4104
195,author_of,4105
195,author_of,4106
9,author_of,4106
9,author_of,4107
137,author_of,4108
90,author_of,4109
43,author_of,4110
178,author_of,4111
116,author_of,4111
178,author_of,4112
116,author_of,4112
85,author_of,4113
102,author_of,4114
43,author_of,4115
89,author_of,4116
168,author_of,4117
48,author_of,4118
36,author_of,4119
77,author_of,4120
192,author_of,4120
162,author_of,4121
87,author_of,4121
161,author_of,4122
22,author_of,4123
138,author_of,4124
36,author_of,4124
36,author_of,4125
77,author_of,4126
7,author_of,4127
154,author_of,4128
115,author_of,4129
128,author_of,4130
138,author_of,4130
24,author_of,4131
36,author_of,4131
128,author_of,4132
138,author_of,4132
161,author_of,4133
115,author_of,4134
48,author_of,4135
177,author_of,4136
99,author_of,4136
36,author_of,4136
146,author_of,4136
102,author_of,4137
161,author_of,4138
177,author_of,4139
36,author_of,4139
115,author_of,4140
161,author_of,4141
102,author_of,4142
161,author_of,4143
102,author_of,4144
115,author_of,4145
161,author_of,4146
77,author_of,4147
115,author_of,4148
115,author_of,4149
36,author_of,4150
36,author_of,4151
36,author_of,4152
92,author_of,4153
101,author_of,4153
138,author_of,4153
161,author_of,4154
36,author_of,4155
146,author_of,4155
186,author_of,4156
186,author_of,4157
121,author_of,4158
46,author_of,4159
43,author_of,4160
115,author_of,4161
187,author_of,4162
196,author_of,4163
72,author_of,4164
28,author_of,4165
28,author_of,4166
28,author_of,4167
28,author_of,4168
187,author_of,4169
135,author_of,4170
135,author_of,4171
77,author_of,4172
147,author_of,4173
102,author_of,4174
102,author_of,4175
4,author_of,4176
102,author_of,4176
161,author_of,4176
106,author_of,4177
161,author_of,4177
77,author_of,4178
102,author_of,4179
102,author_of,4180
161,author_of,4181
77,author_of,4182
161,author_of,4183
102,author_of,4184
49,author_of,4185
161,author_of,4185
161,author_of,4186
102,author_of,4187
77,author_of,4188
132,author_of,4189
49,author_of,4189
172,author_of,4190
43,author_of,4191
43,author_of,4192
43,author_of,4193
43,author_of,4194
43,author_of,4195
195,author_of,4196
137,author_of,4197
195,author_of,4198
90,author_of,4199
137,author_of,4200
160,author_of,4201
129,author_of,4202
90,author_of,4202
137,author_of,4203
90,author_of,4204
195,author_of,4205
195,author_of,4206
195,author_of,4207
195,author_of,4208
129,author_of,4209
169,author_of,4209
90,author_of,4209
137,author_of,4210
22,author_of,4211
90,author_of,4212
195,author_of,4213
90,author_of,4214
195,author_of,4215
195,author_of,4216
90,author_of,4217
164,author_of,4218
195,author_of,4219
185,author_of,4220
137,author_of,4221
9,author_of,4222
90,author_of,4223
90,author_of,4224
34,author_of,4225
168,author_of,4225
195,author_of,4226
160,author_of,4227
137,author_of,4228
137,author_of,4229
137,author_of,4230
137,author_of,4231
160,author_of,4231
66,author_of,4231
160,author_of,4232
90,author_of,4233
195,author_of,4234
195,author_of,4235
169,author_of,4236
195,author_of,4237
195,author_of,4238
90,author_of,4239
137,author_of,4240
195,author_of,4241
137,author_of,4242
90,author_of,4243
169,author_of,4243
187,author_of,4244
161,author_of,4245
94,author_of,4246
0,author_of,4247
55,author_of,4248
55,author_of,4249
137,author_of,4250
90,author_of,4251
137,author_of,4252
90,author_of,4253
137,author_of,4254
76,author_of,4255
22,author_of,4256
151,author_of,4256
147,author_of,4257
85,author_of,4258
114,author_of,4259
85,author_of,4260
47,author_of,4261
26,author_of,4262
149,author_of,4262
165,author_of,4262
144,author_of,4262
27,author_of,4263
5,author_of,4264
64,author_of,4265
5,author_of,4266
5,author_of,4267
27,author_of,4268
5,author_of,4269
27,author_of,4270
192,author_of,4271
58,author_of,4272
5,author_of,4273
5,author_of,4274
5,author_of,4275
27,author_of,4276
5,author_of,4277
27,author_of,4278
48,author_of,4279
23,author_of,4280
161,author_of,4281
90,author_of,4282
90,author_of,4283
6,author_of,4284
129,author_of,4285
90,author_of,4285
129,author_of,4286
90,author_of,4286
90,author_of,4287
129,author_of,4288
111,author_of,4288
154,author_of,4289
197,author_of,4290
46,author_of,4291
36,author_of,4292
146,author_of,4292
36,author_of,4293
170,author_of,4294
47,author_of,4295
47,author_of,4296
47,author_of,4297
140,author_of,4298
138,author_of,4299
140,author_of,4300
115,author_of,4301
36,author_of,4302
3,author_of,4303
157,author_of,4304
92,author_of,4305
24,author_of,4305
162,author_of,4305
138,author_of,4305
176,author_of,4305
115,author_of,4306
115,author_of,4307
138,author_of,4308
115,author_of,4309
157,author_of,4310
115,author_of,4311
157,author_of,4312
90,author_of,4313
140,author_of,4314
36,author_of,4315
36,author_of,4316
115,author_of,4317
140,author_of,4318
120,author_of,4319
115,author_of,4319
90,author_of,4320
138,author_of,4321
36,author_of,4322
138,author_of,4323
115,author_of,4324
36,author_of,4325
115,author_of,4326
115,author_of,4327
115,author_of,4328
49,author_of,4329
147,author_of,4330
109,author_of,4330
171,author_of,4330
97,author_of,4331
66,author_of,4332
32,author_of,4333
161,author_of,4333
109,author_of,4334
43,author_of,4335
74,author_of,4336
97,author_of,4337
46,author_of,4338
43,author_of,4339
137,author_of,4340
43,author_of,4341
137,author_of,4342
48,author_of,4343
97,author_of,4344
22,author_of,4345
7,author_of,4346
90,author_of,4347
182,author_of,4348
182,author_of,4349
182,author_of,4350
182,author_of,4351
85,author_of,4352
85,author_of,4353
114,author_of,4354
147,author_of,4354
55,author_of,4355
55,author_of,4356
55,author_of,4357
55,author_of,4358
55,author_of,4359
55,author_of,4360
50,author_of,4361
55,author_of,4361
55,author_of,4362
55,author_of,4363
55,author_of,4364
55,author_of,4365
55,author_of,4366
157,author_of,4367
156,author_of,4367
45,author_of,4368
22,author_of,4369
152,author_of,4370
46,author_of,4370
65,author_of,4371
7,author_of,4372
27,author_of,4372
55,author_of,4373
77,author_of,4374
161,author_of,4375
102,author_of,4376
161,author_of,4376
161,author_of,4377
48,author_of,4378
102,author_of,4379
161,author_of,4379
102,author_of,4380
102,author_of,4381
161,author_of,4382
161,author_of,4383
102,author_of,4383
161,author_of,4384
4,author_of,4384
77,author_of,4385
48,author_of,4386
161,author_of,4387
48,author_of,4388
102,author_of,4389
4,author_of,4390
102,author_of,4390
161,author_of,4390
55,author_of,4391
126,author_of,4392
90,author_of,4393
171,author_of,4394
192,author_of,4394
147,author_of,4394
49,author_of,4395
49,author_of,4396
183,author_of,4396
195,author_of,4397
192,author_of,4398
180,author_of,4399
59,author_of,4400
169,author_of,4401
49,author_of,4402
183,author_of,4402
90,author_of,4403
171,author_of,4404
147,author_of,4404
90,author_of,4405
114,author_of,4406
165,author_of,4407
29,author_of,4408
180,author_of,4409
36,author_of,4410
140,author_of,4411
55,author_of,4412
29,author_of,4413
29,author_of,4414
29,author_of,4415
29,author_of,4416
29,author_of,4417
29,author_of,4418
29,author_of,4419
29,author_of,4420
29,author_of,4421
29,author_of,4422
29,author_of,4423
29,author_of,4424
29,author_of,4425
29,author_of,4426
112,author_of,4427
138,author_of,4428
29,author_of,4429
7,author_of,4430
172,author_of,4431
172,author_of,4432
109,author_of,4433
172,author_of,4434
172,author_of,4435
172,author_of,4436
175,author_of,4437
55,author_of,4438
154,author_of,4439
154,author_of,4440
36,author_of,4441
154,author_of,4442
195,author_of,4443
55,author_of,4444
181,author_of,4445
36,author_of,4446
36,author_of,4447
138,author_of,4448
115,author_of,4449
36,author_of,4450
127,author_of,4451
138,author_of,4451
36,author_of,4452
115,author_of,4453
128,author_of,4454
138,author_of,4454
36,author_of,4455
36,author_of,4456
115,author_of,4457
120,author_of,4458
36,author_of,4459
120,author_of,4460
36,author_of,4461
36,author_of,4462
115,author_of,4463
115,author_of,4464
36,author_of,4465
115,author_of,4466
115,author_of,4467
115,author_of,4468
138,author_of,4469
36,author_of,4470
115,author_of,4471
138,author_of,4472
138,author_of,4473
50,author_of,4474
55,author_of,4474
65,author_of,4475
65,author_of,4476
65,author_of,4477
135,author_of,4478
135,author_of,4479
135,author_of,4480
135,author_of,4481
135,author_of,4482
135,author_of,4483
135,author_of,4484
139,author_of,4485
50,author_of,4486
102,author_of,4487
21,author_of,4488
21,author_of,4489
65,author_of,4490
122,author_of,4491
47,author_of,4492
26,author_of,4493
122,author_of,4494
82,author_of,4495
149,author_of,4496
92,author_of,4497
138,author_of,4497
161,author_of,4498
172,author_of,4499
43,author_of,4500
172,author_of,4501
118,author_of,4502
195,author_of,4503
102,author_of,4504
161,author_of,4504
4,author_of,4505
102,author_of,4505
161,author_of,4505
77,author_of,4506
161,author_of,4507
161,author_of,4508
102,author_of,4508
115,author_of,4509
36,author_of,4510
138,author_of,4511
138,author_of,4512
140,author_of,4513
3,author_of,4514
138,author_of,4515
115,author_of,4516
138,author_of,4517
3,author_of,4518
140,author_of,4519
138,author_of,4520
36,author_of,4521
138,author_of,4522
195,author_of,4523
195,author_of,4524
165,author_of,4525
165,author_of,4526
195,author_of,4527
40,author_of,4528
197,author_of,4529
155,author_of,4530
40,author_of,4531
40,author_of,4532
187,author_of,4533
187,author_of,4534
177,author_of,4535
36,author_of,4535
139,author_of,4536
47,author_of,4537
157,author_of,4538
135,author_of,4539
161,author_of,4540
135,author_of,4541
135,author_of,4542
138,author_of,4543
140,author_of,4544
28,author_of,4545
28,author_of,4546
142,author_of,4547
55,author_of,4548
103,author_of,4549
103,author_of,4550
28,author_of,4551
95,author_of,4552
148,author_of,4553
74,author_of,4554
165,author_of,4555
191,author_of,4556
191,author_of,4557
65,author_of,4558
182,author_of,4559
58,author_of,4560
157,author_of,4561
145,author_of,4561
29,author_of,4562
154,author_of,4563
154,author_of,4564
36,author_of,4565
36,author_of,4566
55,author_of,4567
90,author_of,4568
129,author_of,4569
90,author_of,4569
104,author_of,4570
137,author_of,4571
138,author_of,4572
49,author_of,4573
49,author_of,4574
183,author_of,4575
49,author_of,4575
29,author_of,4576
72,author_of,4577
162,author_of,4578
138,author_of,4578
99,author_of,4579
197,author_of,4580
197,author_of,4581
197,author_of,4582
197,author_of,4583
197,author_of,4584
175,author_of,4585
161,author_of,4586
161,author_of,4587
192,author_of,4588
94,author_of,4589
94,author_of,4590
37,author_of,4591
94,author_of,4592
94,author_of,4593
94,author_of,4594
94,author_of,4595
90,author_of,4596
90,author_of,4597
52,author_of,4598
129,author_of,4599
90,author_of,4599
90,author_of,4600
114,author_of,4601
129,author_of,4602
169,author_of,4602
90,author_of,4602
90,author_of,4603
90,author_of,4604
129,author_of,4605
90,author_of,4605
169,author_of,4606
191,author_of,4607
83,author_of,4608
191,author_of,4609
13,author_of,4610
102,author_of,4610
115,author_of,4611
115,author_of,4612
115,author_of,4613
115,author_of,4614
5,author_of,4615
191,author_of,4616
126,author_of,4617
126,author_of,4618
126,author_of,4619
126,author_of,4620
112,author_of,4621
43,author_of,4621
21,author_of,4622
21,author_of,4623
21,author_of,4624
114,author_of,4625
138,author_of,4626
36,author_of,4627
154,author_of,4628
50,author_of,4629
138,author_of,4630
36,author_of,4631
157,author_of,4632
115,author_of,4633
162,author_of,4634
138,author_of,4634
36,author_of,4635
36,author_of,4636
125,author_of,4637
101,author_of,4637
138,author_of,4637
138,author_of,4638
36,author_of,4638
127,author_of,4639
138,author_of,4639
46,author_of,4640
36,author_of,4641
146,author_of,4641
115,author_of,4642
115,author_of,4643
46,author_of,4644
50,author_of,4645
70,author_of,4645
55,author_of,4645
46,author_of,4646
138,author_of,4647
115,author_of,4648
36,author_of,4649
161,author_of,4650
115,author_of,4651
115,author_of,4652
46,author_of,4653
115,author_of,4654
115,author_of,4655
115,author_of,4656
138,author_of,4657
115,author_of,4658
46,author_of,4659
138,author_of,4660
125,author_of,4661
92,author_of,4661
101,author_of,4661
138,author_of,4661
127,author_of,4662
138,author_of,4662
46,author_of,4663
46,author_of,4664
115,author_of,4665
115,author_of,4666
36,author_of,4667
115,author_of,4668
36,author_of,4669
115,author_of,4670
115,author_of,4671
36,author_of,4672
138,author_of,4673
36,author_of,4674
138,author_of,4675
36,author_of,4676
115,author_of,4677
115,author_of,4678
46,author_of,4679
152,author_of,4679
115,author_of,4680
138,author_of,4681
115,author_of,4682
138,author_of,4683
99,author_of,4684
36,author_of,4684
115,author_of,4685
26,author_of,4686
187,author_of,4687
29,author_of,4688
37,author_of,4689
37,author_of,4690
186,author_of,4691
29,author_of,4692
29,author_of,4693
94,author_of,4694
94,author_of,4695
140,author_of,4696
197,author_of,4697
36,author_of,4698
146,author_of,4698
138,author_of,4699
46,author_of,4700
36,author_of,4701
138,author_of,4702
138,author_of,4703
138,author_of,4704
125,author_of,4705
138,author_of,4705
46,author_of,4706
46,author_of,4707
46,author_of,4708
115,author_of,4709
138,author_of,4710
46,author_of,4711
138,author_of,4712
138,author_of,4713
115,author_of,4714
112,author_of,4715
112,author_of,4716
112,author_of,4717
112,author_of,4718
195,author_of,4719
195,author_of,4720
195,author_of,4721
155,author_of,4722
195,author_of,4722
118,author_of,4723
195,author_of,4724
195,author_of,4725
195,author_of,4726
195,author_of,4727
137,author_of,4728
137,author_of,4729
195,author_of,4730
175,author_of,4731
97,author_of,4731
137,author_of,4731
137,author_of,4732
169,author_of,4733
195,author_of,4734
187,author_of,4735
32,author_of,4736
161,author_of,4736
186,author_of,4737
118,author_of,4738
160,author_of,4739
90,author_of,4740
187,author_of,4741
197,author_of,4742
197,author_of,4743
197,author_of,4744
197,author_of,4745
168,author_of,4746
122,author_of,4747
55,author_of,4748
50,author_of,4749
55,author_of,4750
187,author_of,4751
36,author_of,4752
138,author_of,4753
138,author_of,4754
138,author_of,4755
29,author_of,4756
187,author_of,4757
42,author_of,4758
187,author_of,4758
187,author_of,4759
187,author_of,4760
187,author_of,4761
103,author_of,4762
187,author_of,4763
187,author_of,4764
187,author_of,4765
187,author_of,4766
42,author_of,4767
187,author_of,4767
187,author_of,4768
187,author_of,4769
42,author_of,4770
187,author_of,4771
187,author_of,4772
50,author_of,4773
55,author_of,4773
68,author_of,4774
55,author_of,4775
55,author_of,4776
55,author_of,4777
55,author_of,4778
55,author_of,4779
55,author_of,4780
55,author_of,4781
50,author_of,4782
55,author_of,4783
55,author_of,4784
168,author_of,4785
197,author_of,4786
168,author_of,4787
21,author_of,4788
21,author_of,4789
165,author_of,4790
115,author_of,4791
3,author_of,4792
154,author_of,4793
154,author_of,4794
161,author_of,4795
113,author_of,4796
197,author_of,4797
197,author_of,4798
46,author_of,4799
46,author_of,4800
98,author_of,4801
46,author_of,4802
98,author_of,4803
98,author_of,4804
195,author_of,4805
164,author_of,4806
137,author_of,4806
137,author_of,4807
90,author_of,4808
169,author_of,4808
137,author_of,4809
147,author_of,4810
90,author_of,4811
7,author_of,4812
90,author_of,4813
90,author_of,4814
187,author_of,4815
103,author_of,4816
138,author_of,4817
46,author_of,4818
138,author_of,4819
115,author_of,4820
138,author_of,4821
49,author_of,4822
49,author_of,4823
49,author_of,4824
115,author_of,4825
115,author_of,4826
115,author_of,4827
90,author_of,4828
49,author_of,4829
154,author_of,4830
74,author_of,4831
135,author_of,4832
74,author_of,4833
135,author_of,4834
37,author_of,4835
165,author_of,4836
126,author_of,4837
165,author_of,4838
165,author_of,4839
191,author_of,4840
165,author_of,4841
126,author_of,4842
130,author_of,4843
165,author_of,4843
83,author_of,4843
165,author_of,4844
191,author_of,4845
83,author_of,4846
195,author_of,4847
161,author_of,4848
161,author_of,4849
161,author_of,4850
161,author_of,4851
126,author_of,4852
37,author_of,4853
0,author_of,4854
154,author_of,4855
65,author_of,4856
85,author_of,4857
118,author_of,4858
118,author_of,4859
17,author_of,4860
16,author_of,4860
16,author_of,4861
15,author_of,4862
16,author_of,4862
17,author_of,4863
16,author_of,4863
17,author_of,4864
16,author_of,4864
15,author_of,4865
16,author_of,4865
17,author_of,4866
15,author_of,4866
16,author_of,4866
13,author_of,4867
16,author_of,4868
13,author_of,4869
17,author_of,4870
16,author_of,4870
15,author_of,4871
16,author_of,4871
13,author_of,4872
15,author_of,4873
13,author_of,4873
16,author_of,4873
17,author_of,4874
16,author_of,4874
15,author_of,4875
16,author_of,4875
13,author_of,4875
43,author_of,4876
76,author_of,4877
29,author_of,4878
29,author_of,4879
29,author_of,4880
29,author_of,4881
95,author_of,4882
95,author_of,4883
140,author_of,4884
140,author_of,4885
46,author_of,4886
46,author_of,4887
168,author_of,4888
40,author_of,4889
147,author_of,4890
28,author_of,4891
175,author_of,4892
65,author_of,4893
187,author_of,4894
191,author_of,4895
126,author_of,4896
154,author_of,4897
122,author_of,4898
122,author_of,4899
122,author_of,4900
122,author_of,4901
76,author_of,4902
76,author_of,4903
76,author_of,4904
94,author_of,4905
94,author_of,4906
21,author_of,4907
195,author_of,4908
155,author_of,4909
195,author_of,4909
155,author_of,4910
195,author_of,4910
43,author_of,4911
43,author_of,4912
37,author_of,4913
37,author_of,4914
37,author_of,4915
154,author_of,4916
154,author_of,4917
154,author_of,4918
154,author_of,4919
3,author_of,4920
52,author_of,4921
185,author_of,4922
137,author_of,4923
195,author_of,4924
50,author_of,4925
138,author_of,4926
36,author_of,4927
78,author_of,4928
127,author_of,4929
138,author_of,4929
157,author_of,4930
157,author_of,4931
138,author_of,4932
115,author_of,4933
3,author_of,4934
50,author_of,4935
138,author_of,4936
36,author_of,4937
115,author_of,4938
115,author_of,4939
120,author_of,4940
115,author_of,4940
115,author_of,4941
36,author_of,4942
138,author_of,4943
74,author_of,4944
154,author_of,4945
103,author_of,4946
103,author_of,4947
49,author_of,4948
90,author_of,4949
129,author_of,4950
90,author_of,4951
129,author_of,4952
90,author_of,4952
172,author_of,4953
197,author_of,4954
162,author_of,4955
138,author_of,4955
91,author_of,4956
172,author_of,4956
139,author_of,4957
139,author_of,4958
46,author_of,4959
115,author_of,4960
46,author_of,4961
0,author_of,4962
185,author_of,4963
165,author_of,4964
6,author_of,4965
46,author_of,4966
98,author_of,4967
46,author_of,4968
46,author_of,4969
46,author_of,4970
46,author_of,4971
55,author_of,4972
50,author_of,4972
157,author_of,4973
103,author_of,4974
103,author_of,4975
29,author_of,4976
47,author_of,4977
103,author_of,4978
187,author_of,4979
42,author_of,4979
197,author_of,4980
76,author_of,4981
103,author_of,4982
46,author_of,4983
103,author_of,4984
103,author_of,4985
21,author_of,4986
46,author_of,4987
46,author_of,4988
46,author_of,4989
36,author_of,4990
66,author_of,4991
195,author_of,4992
195,author_of,4993
195,author_of,4994
4,author_of,4995
102,author_of,4995
161,author_of,4995
102,author_of,4996
102,author_of,4997
161,author_of,4998
49,author_of,4999
161,author_of,4999
165,author_of,5000
197,author_of,5001
122,author_of,5002
102,author_of,5003
37,author_of,5004
102,author_of,5005
102,author_of,5006
102,author_of,5007
161,author_of,5007
102,author_of,5008
