paper_uri,title,year,venue_text,venue_uri,rdf_types,total_authors,paderborn_authors
https://dblp.org/rec/conf/mkwi/MullerKSR10,Vorwort.,2010,MKWI,https://dblp.org/streams/conf/mkwi,Publication,4,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/icc/AmjadTMKKSD19,An IEEE 802.11 Compliant SDR-Based System for Vehicular Visible Light Communications.,2019,ICC,https://dblp.org/streams/conf/icc,Publication,7,https://dblp.org/pid/77/949
https://dblp.org/rec/conf/icc/SoleymaniMA16,Analysis of the downlink saturation throughput of an asymmetric IEEE 802.11n-based WLAN.,2016,ICC,https://dblp.org/streams/conf/icc,Publication,3,https://dblp.org/pid/s/MohammadSoleymani-2
https://dblp.org/rec/conf/icc/ShiWZZL17,PABO: Congestion mitigation via packet bounce.,2017,ICC,https://dblp.org/streams/conf/icc,Publication,5,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/ocl/FlakeM02,An OCL Extension for Real-Time Constraints.,2002,Object Modeling with the OCL,https://dblp.org/streams/series/lncs,Publication,2,https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/rtas/GroesbrinkASP14,Towards certifiable adaptive reservations for hypervisor-based virtualization.,2014,RTAS,https://dblp.org/streams/conf/rtas,Publication,4,https://dblp.org/pid/81/7126
https://dblp.org/rec/conf/rtas/RazaviLKMW22,"FA2: Fast, Accurate Autoscaling for Serving Deep Learning Inference with SLA Guarantees.",2022,RTAS,https://dblp.org/streams/conf/rtas,Publication,5,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/icpads/ZhouWWZL17,Online Flow Scheduling with Deadline for Energy Conservation in Data Center Networks.,2017,ICPADS,https://dblp.org/streams/conf/icpads,Publication,5,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/icpads/ShiWZL19,FStream: Flexible Stream Scheduling and Prioritizing in Multipath-QUIC.,2019,ICPADS,https://dblp.org/streams/conf/icpads,Publication,4,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/icpads/ZangCLWWS15,PROP: Using PCIe-Based RDMA to Accelerate Rack-Scale Communications in Data Centers.,2015,ICPADS,https://dblp.org/streams/conf/icpads,Publication,6,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/icpads/WangLWLQW22,Dependency-Aware Traffic Management for Configuring On-demand in Service Meshes.,2023,ICPADS,https://dblp.org/streams/conf/icpads,Publication,6,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/sies/KuznikDM10,Verification of a CAN bus model in SystemC with functional coverage.,2010,SIES,https://dblp.org/streams/conf/sies,Publication,3,https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/sies/GroesbrinkK08,Modular paging with dynamic TLB partitioning for embedded real-time systems.,2008,SIES,https://dblp.org/streams/conf/sies,Publication,2,https://dblp.org/pid/81/7126
https://dblp.org/rec/conf/sies/KlobedanzDMK10,Distributed Coordination of Task Migration for Fault-Tolerant FlexRay Networks.,2010,SIES,https://dblp.org/streams/conf/sies,Publication,4,https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/petra/BiermeierSY24,Measuring Visual Attention Capacity Across xReality.,2024,PETRA,https://dblp.org/streams/conf/petra,Publication,3,https://dblp.org/pid/138/4856
https://dblp.org/rec/conf/petra/YigitbasM24,Augmented and Virtual Reality for Diet and Nutritional Education: A Systematic Literature Review.,2024,PETRA,https://dblp.org/streams/conf/petra,Publication,2,https://dblp.org/pid/138/4856
https://dblp.org/rec/conf/ifip13-5/Yigitbas016,Engineering Context-Adaptive UIs for Task-Continuous Cross-Channel Applications.,2016,HCSE/HESSD,https://dblp.org/streams/conf/hcse,Publication,2,https://dblp.org/pid/138/4856 | https://dblp.org/pid/07/2093-1
https://dblp.org/rec/conf/ppsc/MonienD97,A Local Graph Partitioning Heuristic Meeting Bisection Bounds.,1997,PP,https://dblp.org/streams/conf/ppsc,Publication,2,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/allerton/DeyLE08,On Kalman filtering with faded measurements.,2008,Allerton,https://dblp.org/streams/conf/allerton,Publication,3,https://dblp.org/pid/55/3839
https://dblp.org/rec/conf/icdar/DunstHL17,"The Graphic Narrative Corpus (GNC): Design, Annotation, and Analysis for the Digital Humanities.",2017,MANPU@ICDAR,,Publication,3,https://dblp.org/pid/48/5080
https://dblp.org/rec/conf/dsd/BeckerKM14,Virtual Platforms for Model-Based Design of Dependable Cyber-Physical System Software.,2014,DSD,https://dblp.org/streams/conf/dsd,Publication,3,https://dblp.org/pid/63/4934-1 | https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/dsd/XieML11,HDL-Mutation Based Simulation Data Generation by Propagation Guided Search.,2011,DSD,https://dblp.org/streams/conf/dsd,Publication,3,https://dblp.org/pid/181/2328-6 | https://dblp.org/pid/m/WMuller3
https://dblp.org/rec/conf/dsd/AnwerP16,Boolean Difference Based Reliability Evaluation of Fault-Tolerant Circuit Structures on FPGAs.,2016,DSD,https://dblp.org/streams/conf/dsd,Publication,2,https://dblp.org/pid/68/3728
https://dblp.org/rec/conf/dsd/LienenP22,Event-Driven Programming of FPGA-accelerated ROS 2 Robotics Applications.,2022,DSD,https://dblp.org/streams/conf/dsd,Publication,2,https://dblp.org/pid/68/3728
https://dblp.org/rec/conf/birthday/SchaferW10,Model-Driven Development with Mechatronic UML.,2010,Graph Transformations and Model-Driven Engineering,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/31/5809
https://dblp.org/rec/conf/birthday/FeldkordMH18,A Dynamic Distributed Data Structure for Top-k and k-Select Queries.,2018,Adventures Between Lower Bounds and Higher Altitudes,https://dblp.org/streams/conf/birthday,Publication,3,https://dblp.org/pid/138/7323 | https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/conf/birthday/MonienBLR97,Online Scheduling of Continuous Media Streams.,1997,Foundations of Computer Science: Potential - Theory - Cognition,https://dblp.org/streams/conf/birthday,Publication,4,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/birthday/EngelsHC05,Flexible Interconnection of Graph Transformation Modules.,2005,Formal Methods in Software and Systems Modeling,https://dblp.org/streams/conf/birthday,Publication,3,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/birthday/EngelsLSSW10,Graph Transformations and Model-Driven Engineering: The Merits of Manfred Nagl.,2010,Graph Transformations and Model-Driven Engineering,https://dblp.org/streams/conf/birthday,Publication,5,https://dblp.org/pid/e/GregorEngels | https://dblp.org/pid/31/5809
https://dblp.org/rec/conf/birthday/MavronicolasM18,NP NP -Hardness of Equilibria in Case of Risk-Averse Players.,2018,Adventures Between Lower Bounds and Higher Altitudes,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/birthday/FahleFGGM03,The Aircraft Sequencing Problem.,2003,Computer Science in Perspective,https://dblp.org/streams/conf/birthday,Publication,5,https://dblp.org/pid/15/5253 | https://dblp.org/pid/19/3568 | https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/birthday/MavronicolasMW15,Weighted Boolean Formula Games.,2015,"Algorithms, Probability, Networks, and Games",https://dblp.org/streams/conf/birthday,Publication,3,https://dblp.org/pid/m/BurkhardMonien
https://dblp.org/rec/conf/birthday/LutzSTTW19,A Tour of Franz Baader's Contributions to Knowledge Representation and Automated Deduction.,2019,"Description Logic, Theory Combination, and All That",https://dblp.org/streams/conf/birthday,Publication,5,https://dblp.org/pid/76/3237
https://dblp.org/rec/conf/birthday/Domik91,The Role of Visualization in Understanding Data.,1991,New Results and New Trends in Computer Science,https://dblp.org/streams/conf/birthday,Publication,1,https://dblp.org/pid/d/GittaDomik
https://dblp.org/rec/conf/birthday/DomikF11,Transdisciplinary Collaboration and Lifelong Learning: Fostering and Supporting New Learning Opportunities.,2011,Rainbow of Computer Science,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/d/GittaDomik
https://dblp.org/rec/conf/birthday/EngelsS10,A Meta-Method for Defining Software Engineering Methods.,2010,Graph Transformations and Model-Driven Engineering,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/e/GregorEngels | https://dblp.org/pid/07/2093-1
https://dblp.org/rec/conf/birthday/BuningL87,Representation Independent Query and Update Operations on Propositional Definite Horn Formulas.,1987,Computation Theory and Logic,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/k/HKleineBuning | https://dblp.org/pid/17/2025
https://dblp.org/rec/conf/birthday/BuningZ04,On Models for Quantified Boolean Formulas.,2004,Logic versus Approximation,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/k/HKleineBuning
https://dblp.org/rec/conf/birthday/MuhlhauserAGR024,Towards Democratic Computing.,2024,From Multimedia Communications to the Future Internet,https://dblp.org/streams/conf/birthday,Publication,5,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/birthday/EngelsG02,Towards Team-Automata-Driven Object-Oriented Collaborative Work.,2002,Formal and Natural Computing,https://dblp.org/streams/conf/birthday,Publication,2,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/wpnc/BevermeierPH09,Robust vehicle localization based on multi-level sensor fusion and online parameter estimation.,2009,WPNC,https://dblp.org/streams/conf/wpnc,Publication,3,https://dblp.org/pid/88/6542
https://dblp.org/rec/conf/wpnc/HoangSDVSH13,Server based indoor navigation using RSSI and inertial sensor information.,2013,WPNC,https://dblp.org/streams/conf/wpnc,Publication,6,https://dblp.org/pid/70/8761 | https://dblp.org/pid/88/6542
https://dblp.org/rec/conf/wpnc/BevermeierWPH10,Barometric height estimation combined with map-matching in a loosely-coupled Kalman-filter.,2010,WPNC,https://dblp.org/streams/conf/wpnc,Publication,4,https://dblp.org/pid/88/6542
https://dblp.org/rec/conf/wpnc/PeschkeH07,Velocity Estimation of Mobile Terminals by Exploiting GSM Downlink Signalling.,2007,WPNC,https://dblp.org/streams/conf/wpnc,Publication,2,https://dblp.org/pid/88/6542
https://dblp.org/rec/conf/wpnc/WalterSEH13,Smartphone-based sensor fusion for improved vehicular navigation.,2013,WPNC,https://dblp.org/streams/conf/wpnc,Publication,4,https://dblp.org/pid/88/6542
https://dblp.org/rec/conf/wpnc/PeschkeBH09,A GPS positioning approach exploiting GSM velocity estimates.,2009,WPNC,https://dblp.org/streams/conf/wpnc,Publication,3,https://dblp.org/pid/88/6542
https://dblp.org/rec/conf/icst/LuoPKDBS23,Model Generation For Java Frameworks.,2023,ICST,https://dblp.org/streams/conf/icst,Publication,6,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/icst/KarakayaB23,Two Sparsification Strategies for Accelerating Demand-Driven Pointer Analysis.,2023,ICST,https://dblp.org/streams/conf/icst,Publication,2,https://dblp.org/pid/94/5744
https://dblp.org/rec/conf/istcs/CzumajHS95,"Improved Optimal Shared Memory Simulations, and the Power of Reconfiguration.",1995,ISTCS,https://dblp.org/streams/conf/istcs,Publication,3,https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/conf/tadds/BrandesH12,Distributed computing in fault-prone dynamic networks.,2012,TADDS,https://dblp.org/streams/conf/tadds,Publication,2,https://dblp.org/pid/h/FMaufderHeide
https://dblp.org/rec/conf/data/MarkarianF24,Strategic Placement of Data Centers for Economic Analysis: An Online Algorithm Approach.,2024,DATA,https://dblp.org/streams/conf/data,Publication,2,https://dblp.org/pid/138/8052
https://dblp.org/rec/conf/icfce/KumarNSJ11,Modeling and Testing of Automation Systems.,2012,ICFCE,https://dblp.org/streams/conf/icfce,Publication,4,https://dblp.org/pid/31/5809
https://dblp.org/rec/conf/pakm/SlawikEHBBFKMMNNOPPY04,Shared Views on Mobile Knowledge - A Concept of a Graphical User Interface.,2004,PAKM,https://dblp.org/streams/conf/pakm,Publication,15,https://dblp.org/pid/61/3108-3
https://dblp.org/rec/conf/pakm/EssmannHSBBFKMMNNOPPY04,A JXTA-Based Framework for Mobile Cooperation in Distributed Knowledge Spaces.,2004,PAKM,https://dblp.org/streams/conf/pakm,Publication,15,https://dblp.org/pid/61/3108-3
https://dblp.org/rec/conf/ecis/MasuchGCW020,Do I Get What I Expect? An Experimental Investigation of Different Data Breach Recovery Actions.,2020,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/VorbohleK22,Overcoming Silos: a Review of Business Model Modeling Languages for Business Ecosystems.,2022,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/MasuchHG020,Why Electrify? - A Qualitative-Empirical Study on Electrification of Fleet Transportation Systems.,2020,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/GrimmeMTRW15,Multi-objective Analysis of Approaches to Dynamic Routing of a Vehicle.,2015,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/34/2589
https://dblp.org/rec/conf/ecis/SchlangenottoK17,Achieving More by Paying Less? How Retailers can Benefit by Bidding Less Aggressively in Paid Search Auctions.,2017,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/189/4866 | https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/BackhausBBFMW10,Incorporating Willingness-to-Pay Data into Online Recommendations for Value-Added Services.,2010,ECIS,https://dblp.org/streams/conf/ecis,Publication,6,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/BoschMS18,Emotional Contagion Through Online Newspapers.,2018,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/Leffrang024,Algorithmic Advice-Taking Beyond MAE: The Role of Negative Prediction Outliers and Statistical Literacy in Algorithmic Advice-Taking.,2024,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/SchutzSRN023,Chasing Cyber Security Unicorns: A Taxonomy-based Analysis of Cyber Security Start-ups' Business Models.,2023,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/GregorMS13,"Reflection, Abstraction And Theorizing In Design And Development Research.",2013,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/HovelVS024,Will the Ransom Be Paid? - Examining Influencing Factors of the Ransomware-Payment Decision.,2024,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/GorzenK16,Can the Crowd Substitute Experts in Evaluating Creative jobs? The Case of Business Models.,2016,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/VorbohleSK21,Toward Understanding the Complexity of Business Models - a Taxonomy of Business Model Dependencies.,2021,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/KnackstedtKMP08,An Ontology-Based Service Discovery Approach for the Provisioning of Product- Service Bundles.,2008,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/KutznerSSKK21,\,2021,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/BuhlKLS00,IT-Enabled Sophistication Banking.,2000,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/SzopinskiSK19,Because Your Taxonomy is Worth IT: towards a Framework for Taxonomy Evaluation.,2019,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/ThiessM18,Towards Design Principles for Data-Driven Decision Making - An Action Design Research Project in the Maritime Industry.,2018,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/Matschak0P22,A Taxonomy of Machine Learning-based Fraud Detection Systems.,2022,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/BohnK18,The Role of Technology Pivots in Software Startups: Antecedents and Consequences.,2018,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/KucklickMB021,Quantifying the Impact of Location Data for Real Estate Appraisal - a GIS-based Deep Learning Approach.,2021,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/WolfB19,Conceptualizing the Impact of Workarounds - an Organizational Routines' Perspective.,2019,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/315/0981-2
https://dblp.org/rec/conf/ecis/HerrmannKNZ14,Competition at Last? An Economic Analysis of Current Mobile Data Roaming Regulations in Europe.,2014,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/BrinkmeierH024,Do Investors Surf the Darknet? Exploring the Impact of Darknet Announcements on Market Reactions.,2024,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/ReuterVBDM14,Identifying the Role of Information Systems in Achieving Energy-Related Environmental Sustainability using Text Mining.,2014,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/PoniatowskiNGK19,Organizing their Thoughts - How Online Review Templates Affect the Review Text.,2019,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/GonzalezMM25,Bridging the Gap between Data-Driven and Theory-Driven modelling - Leveraging Causal Machine Learning for integrative modelling of dynamical Systems.,2025,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/Muller-WienbergenSMKB09,A design research study on enhancing creativity - The case of developing product-service bundles.,2009,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/MasuchDGMNTK21,Openness Always Pays off - Investigation of Diverse Actions in response Strategies to Data Breaches.,2021,ECIS,https://dblp.org/streams/conf/ecis,Publication,7,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/MandrellaTK16,Synthesizing and Integrating Research on IT-based Value Co-Creation: a Meta-Analysis.,2016,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/HemmrichBBB23,Designing Business Reputation Ecosystems - a method for Issuing and Trading monetary Ratings on a Blockchain.,2023,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/218/7188 | https://dblp.org/pid/33/2110
https://dblp.org/rec/conf/ecis/KhatibTR13,The Role Of Motivational Factors In Distributed Software Development Teams: An Empirical Investigation.,2013,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/BeckerMW10,An Ontology-Based Natural Language Service Discovery Engine - Design and Experimental Evaluation.,2010,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/SommerauerM18,Augmented Reality for Teaching and Learning - a literature Review on Theoretical and Empirical Foundations.,2018,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/SchutzLH024,"The Lower the Risk, the Lower the Premium? Conceptualizing an Artifact for Usage-Based Pricing of Personal Cyber Insurance Policies.",2024,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/SchmiedelMDB16,Identifying and quantifying Cultural Factors that Matter to the IT workforce: an Approach based on Automated Content Analysis.,2016,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/GehrkeSMT18,Antecedents and Outcomes of Operational Alignment in the Context of Academic Institutions.,2018,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/JohnFHKKL17,Towards a Lean Approach to Gamifying Education.,2017,ECIS,https://dblp.org/streams/conf/ecis,Publication,6,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/WeinzierlWPBM20,Detecting Workarounds in Business Processes - a Deep Learning method for Analyzing Event Logs.,2020,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/315/0981-2
https://dblp.org/rec/conf/ecis/SchlangenottoK16,Read this Paper! A field Experiment on the Role of a Call-to-Action in Paid Search.,2016,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/189/4866 | https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/MutterK15,Behavioral Mechanisms Prompted by Virtual Rewards: The Small-area Hypothesis.,2015,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/HerbstSBMDV14,Identifying and Characterizing Topics in Enterprise Content Management: a Latent Semantic Analysis of Vendor Case studies.,2014,ECIS,https://dblp.org/streams/conf/ecis,Publication,6,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/KundischM11,A new perspective on resource interactions in IT/IS project portfolio selection.,2011,ECIS,https://dblp.org/streams/conf/ecis,Publication,2,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/ecis/GorbachevaSSM15,A Gender Perspective on Business Process Management Competences Offered on Professional Online Social Networks.,2015,ECIS,https://dblp.org/streams/conf/ecis,Publication,4,https://dblp.org/pid/43/6309-1
https://dblp.org/rec/conf/ecis/TrangBSFM15,The Danger of Replacing Human Interaction in IS-driven Collaborative Consumption Services.,2015,ECIS,https://dblp.org/streams/conf/ecis,Publication,5,https://dblp.org/pid/138/4956
https://dblp.org/rec/conf/ecis/LauxPK23,"May I have Your Attention, please? - the Interaction between Attention Screening and Reputation on Crowdworking Platforms.",2023,ECIS,https://dblp.org/streams/conf/ecis,Publication,3,https://dblp.org/pid/26/4979
https://dblp.org/rec/conf/edoc/HessHVE07,Structuring Software Cities A Multidimensional Approach.,2007,EDOC,https://dblp.org/streams/conf/edoc,Publication,4,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/edoc/EngelsA08,Service-Oriented Enterprise Architectures: Evolution of Concepts and Methods.,2008,EDOC,https://dblp.org/streams/conf/edoc,Publication,2,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/edoc/EngelsST18,Adapt Cases 4 BPM - A Modeling Framework for Process Flexibility in IIoT.,2018,EDOC Workshops,https://dblp.org/streams/conf/edoc,Publication,3,https://dblp.org/pid/e/GregorEngels | https://dblp.org/pid/147/3358
https://dblp.org/rec/conf/edoc/NagelGEP13,Ensuring Consistency among Business Goals and Business Process Models.,2013,EDOC,https://dblp.org/streams/conf/edoc,Publication,4,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/stringology/AdlerBH25,String Partition for Building Long Burrows-Wheeler Transforms.,2025,PSC,https://dblp.org/streams/conf/stringology,Publication,3,https://dblp.org/pid/b/StBottcher | https://dblp.org/pid/48/5080
https://dblp.org/rec/conf/ladc/QanadiloSZ13,Accelerating Online Model Checking.,2013,LADC,https://dblp.org/streams/conf/ladc,Publication,3,https://dblp.org/pid/39/1215-1
https://dblp.org/rec/conf/cicling/WachsmuthTSEP14,A Review Corpus for Argumentation Analysis.,2014,CICLing (2),https://dblp.org/streams/conf/cicling,Publication,5,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/cicling/Ngomo08,SIGNUM: A Graph Algorithm for Terminology Extraction.,2008,CICLing,https://dblp.org/streams/conf/cicling,Publication,1,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/cicling/WachsmuthRE13,Automatic Pipeline Construction for Real-Time Annotation.,2013,CICLing (1),https://dblp.org/streams/conf/cicling,Publication,3,https://dblp.org/pid/e/GregorEngels
https://dblp.org/rec/conf/cicling/NgomoS09,BorderFlow: A Local Graph Clustering Algorithm for Natural Language Processing.,2009,CICLing,https://dblp.org/streams/conf/cicling,Publication,2,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/rweb/Turhan10,Reasoning and Explanation in EL and in Expressive Description Logics.,2010,Reasoning Web,https://dblp.org/streams/conf/rweb,Publication,1,https://dblp.org/pid/76/3237
https://dblp.org/rec/conf/rweb/NgomoALZ14,Introduction to Linked Data and Its Lifecycle on the Web.,2014,Reasoning Web,https://dblp.org/streams/conf/rweb,Publication,4,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/rweb/Turhan13,Introductions to Description Logics - A Guided Tour.,2013,Reasoning Web,https://dblp.org/streams/conf/rweb,Publication,1,https://dblp.org/pid/76/3237
https://dblp.org/rec/conf/rweb/AuerLN11,Introduction to Linked Data and Its Lifecycle on the Web.,2011,Reasoning Web,https://dblp.org/streams/conf/rweb,Publication,3,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/rweb/AuerLNZ13,Introduction to Linked Data and Its Lifecycle on the Web.,2013,Reasoning Web,https://dblp.org/streams/conf/rweb,Publication,4,https://dblp.org/pid/65/4336
https://dblp.org/rec/conf/ifip10-5/RettbergSR0R05,The Reconfigurable UML Machine Project Group.,2005,EDUTECH,https://dblp.org/streams/conf/ifip10-5,Publication,5,https://dblp.org/pid/s/TimSchattkowsky | https://dblp.org/pid/m/WMuller3 | https://dblp.org/pid/r/FranzJosefRammig
https://dblp.org/rec/conf/acii/LohanVFRW09,Which ostensive stimuli can be used for a robot to detect and maintain tutoring situations?,2009,ACII,https://dblp.org/streams/conf/acii,Publication,5,https://dblp.org/pid/79/6049
https://dblp.org/rec/conf/onlinegreencomm/DraxlerDK14,Anticipatory power cycling of mobile network equipment for high demand multimedia traffic.,2014,OnlineGreenComm,https://dblp.org/streams/conf/onlinegreencomm,Publication,3,https://dblp.org/pid/70/8080
https://dblp.org/rec/conf/globecom/SchneiderDK18,Trade-Offs in Dynamic Resource Allocation in Network Function Virtualization.,2018,GLOBECOM Workshops,https://dblp.org/streams/conf/globecom,Publication,3,https://dblp.org/pid/69/5050-8
https://dblp.org/rec/conf/globecom/ZhouWWZL17,Joint Optimization of Server and Network Resource Utilization in Cloud Data Centers.,2017,GLOBECOM,https://dblp.org/streams/conf/globecom,Publication,5,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/globecom/ProserpioSCGMSL10,Introducing Infocards in NGN to Enable User-Centric Identity Management.,2010,GLOBECOM,https://dblp.org/streams/conf/globecom,Publication,7,https://dblp.org/pid/13/8970
https://dblp.org/rec/conf/globecom/GedeonWHWM19,A Microservice Store for Efficient Edge Offloading.,2019,GLOBECOM,https://dblp.org/streams/conf/globecom,Publication,5,https://dblp.org/pid/17/6729-15
https://dblp.org/rec/conf/globecom/SoleymaniSJ23,NOMA-Based Improper Signaling for MIMO STAR-RIS-Assisted Broadcast Channels with Hardware Impairments.,2023,GLOBECOM,https://dblp.org/streams/conf/globecom,Publication,3,https://dblp.org/pid/s/MohammadSoleymani-2
https://dblp.org/rec/conf/kes/KosterGKC03,A New Paradigm of Optimisation by Using Artificial Immune Reactions.,2003,KES,https://dblp.org/streams/conf/kes,Publication,4,https://dblp.org/pid/k/MKoester
